origin-time-utc,mag,mag-type,latitude,longitude,depth(km),region,a/m,time-updated,kml
13/02/2023 10:41,3.3,MLv,37.4945° N,37.2382° E,0,Pazarcik-Kahramanmaras,A,13/02/2023 10:44,Stations Event
13/02/2023 9:59,3.6,MLv,38.0612° N,36.7905° E,0,Goksun-Kahramanmaras,A,13/02/2023 10:04,Stations Event
13/02/2023 9:55,3.9,MLv,38.1766° N,38.5062° E,0,Merkez-Malatya,A,13/02/2023 9:59,Stations Event
13/02/2023 9:43,3,MLv,38.0228° N,36.6330° E,0,Goksun-Kahramanmaras,A,13/02/2023 9:47,Stations Event
13/02/2023 9:23,3.8,MLv,38.0338° N,37.4350° E,0,Nurhak-Kahramanmaras,A,13/02/2023 9:27,Stations Event
13/02/2023 9:18,5.8,Mwp,29.4200° S,179.0305° W,342,Kermadec Islands Region,A,13/02/2023 10:17,Stations Event
13/02/2023 9:16,3.7,MLv,37.4844° N,37.0029° E,3,Merkez-Kahramanmaras,A,13/02/2023 9:20,Stations Event
13/02/2023 9:10,3.4,MLv,37.4881° N,37.0230° E,0,Merkez-Kahramanmaras,A,13/02/2023 9:15,Stations Event
13/02/2023 8:01,3.4,MLv,40.8334° N,31.0007° E,2,Golyaka-Duzce,A,13/02/2023 8:05,Stations Event
13/02/2023 8:01,3.6,MLv,38.0823° N,37.4744° E,0,Nurhak-Kahramanmaras,A,13/02/2023 8:04,Stations Event
13/02/2023 7:58,3.4,MLv,38.0484° N,36.5579° E,0,Goksun-Kahramanmaras,A,13/02/2023 8:01,Stations Event
13/02/2023 7:52,2.8,MLv,37.8680° N,36.7145° E,3,Merkez-Kahramanmaras,A,13/02/2023 7:56,Stations Event
13/02/2023 7:18,3.7,MLv,37.5238° N,37.0917° E,4,Merkez-Kahramanmaras,A,13/02/2023 7:22,Stations Event
13/02/2023 6:34,3.3,MLv,38.0658° N,37.6154° E,0,Elbistan-Kahramanmaras,A,13/02/2023 6:37,Stations Event
13/02/2023 6:16,3.4,MLv,37.9971° N,37.4716° E,0,Nurhak-Kahramanmaras,A,13/02/2023 6:20,Stations Event
13/02/2023 5:56,5.5,mb,46.6693° N,151.7709° E,10,Kuril Islands,A,13/02/2023 7:44,Stations Event
13/02/2023 4:51,3.7,MLv,38.1015° N,37.8104° E,0,Dogansehir-Malatya,A,13/02/2023 4:56,Stations Event
13/02/2023 4:49,3.1,MLv,37.5934° N,37.3590° E,0,Pazarcik-Kahramanmaras,A,13/02/2023 4:52,Stations Event
13/02/2023 4:32,3.3,MLv,38.1216° N,37.8891° E,0,Dogansehir-Malatya,A,13/02/2023 4:36,Stations Event
13/02/2023 4:13,3.4,MLv,37.6135° N,36.9910° E,157,Merkez-Kahramanmaras,A,13/02/2023 4:17,Stations Event
13/02/2023 4:13,3.4,MLv,37.1569° N,37.0316° E,5,Sehitkamil-Gaziantep,M,13/02/2023 8:39,Stations Event
13/02/2023 3:44,3.4,MLv,36.3940° N,36.7017° E,22,Jordan/Syria Region,A,13/02/2023 3:48,Stations Event
13/02/2023 3:35,3.7,MLv,37.3517° N,36.9672° E,7,Turkoglu-Kahramanmaras,A,13/02/2023 3:39,Stations Event
13/02/2023 3:33,2.8,MLv,40.7654° N,27.4963° E,18,Marmara Denizi (Bati),A,13/02/2023 3:37,Stations Event
13/02/2023 1:21,3.1,MLv,38.2846° N,38.2828° E,0,Yesilyurt-Malatya,A,13/02/2023 1:24,Stations Event
13/02/2023 1:12,3.8,MLv,37.9770° N,36.4609° E,0,Goksun-Kahramanmaras,A,13/02/2023 1:17,Stations Event
13/02/2023 0:11,3.3,MLv,38.1070° N,36.5762° E,0,Goksun-Kahramanmaras,A,13/02/2023 0:15,Stations Event
12/02/2023 23:56,3.3,MLv,38.1793° N,37.5201° E,3,Elbistan-Kahramanmaras,A,12/02/2023 23:59,Stations Event
12/02/2023 23:21,3,MLv,39.2450° N,40.5450° E,20,Adakli-Bingol,A,12/02/2023 23:25,Stations Event
12/02/2023 22:53,4.8,MLv,38.0674° N,36.7720° E,96,Goksun-Kahramanmaras,A,12/02/2023 23:35,Stations Event
12/02/2023 22:08,3.1,MLv,38.1381° N,37.8891° E,0,Dogansehir-Malatya,A,12/02/2023 22:11,Stations Event
12/02/2023 22:02,3.9,MLv,35.9729° N,35.9875° E,11,Yayladagi-Hatay,A,12/02/2023 22:06,Stations Event
12/02/2023 21:59,3.7,MLv,38.0264° N,37.3215° E,0,Nurhak-Kahramanmaras,A,12/02/2023 22:02,Stations Event
12/02/2023 21:32,3.6,MLv,38.0502° N,36.4883° E,0,Goksun-Kahramanmaras,A,12/02/2023 21:36,Stations Event
12/02/2023 21:29,3.1,MLv,38.1161° N,36.6147° E,0,Goksun-Kahramanmaras,A,12/02/2023 21:32,Stations Event
12/02/2023 21:21,3.9,MLv,36.8207° N,36.5680° E,9,Hassa-Hatay,A,12/02/2023 21:47,Stations Event
12/02/2023 21:01,3.3,MLv,38.0960° N,37.8470° E,0,Dogansehir-Malatya,A,12/02/2023 21:04,Stations Event
12/02/2023 20:26,3.3,MLv,38.0429° N,36.7996° E,0,Goksun-Kahramanmaras,A,12/02/2023 20:30,Stations Event
12/02/2023 20:22,3.4,MLv,38.0219° N,37.4542° E,0,Nurhak-Kahramanmaras,A,12/02/2023 20:26,Stations Event
12/02/2023 20:11,3.6,MLv,38.0118° N,38.4238° E,0,Celikhan-Adiyaman,A,12/02/2023 20:16,Stations Event
12/02/2023 19:34,2.8,MLv,37.6630° N,37.4652° E,0,Golbasi-Adiyaman,A,12/02/2023 19:36,Stations Event
12/02/2023 19:02,4,MLv,37.2821° N,37.1063° E,3,Pazarcik-Kahramanmaras,A,12/02/2023 19:06,Stations Event
12/02/2023 18:44,3,MLv,38.1070° N,36.7062° E,0,Goksun-Kahramanmaras,A,12/02/2023 18:47,Stations Event
12/02/2023 18:37,3.5,MLv,37.5842° N,37.5037° E,6,Golbasi-Adiyaman,A,12/02/2023 18:41,Stations Event
12/02/2023 18:33,4.7,MLv,37.3883° N,36.9598° E,0,Turkoglu-Kahramanmaras,A,12/02/2023 18:55,Stations Event
12/02/2023 18:24,3,MLv,37.0111° N,36.6302° E,5,islahiye-Gaziantep,A,12/02/2023 18:28,Stations Event
12/02/2023 18:11,3.5,MLv,37.4020° N,37.0047° E,5,Merkez-Kahramanmaras,A,12/02/2023 18:15,Stations Event
12/02/2023 18:08,3.2,MLv,36.9232° N,36.5973° E,3,islahiye-Gaziantep,A,12/02/2023 18:12,Stations Event
12/02/2023 17:58,3.8,MLv,37.2867° N,37.1494° E,0,Pazarcik-Kahramanmaras,A,12/02/2023 18:18,Stations Event
12/02/2023 17:28,4,MLv,38.0777° N,36.6751° E,0,Goksun-Kahramanmaras,A,12/02/2023 17:46,Stations Event
12/02/2023 17:19,3.1,MLv,36.3263° N,35.9711° E,0,iskenderun-Hatay,A,12/02/2023 17:24,Stations Event
12/02/2023 16:29,5.2,MLv,38.8737° N,38.0432° E,1,Hekimhan-Malatya,A,12/02/2023 17:21,Stations Event
12/02/2023 16:27,3.5,MLv,37.9852° N,38.0914° E,0,Dogansehir-Malatya,A,12/02/2023 16:30,Stations Event
12/02/2023 16:25,3.3,MLv,36.5442° N,36.2952° E,0,Kirikhan-Hatay,A,12/02/2023 16:30,Stations Event
12/02/2023 16:20,3.5,MLv,38.1400° N,37.8598° E,0,Dogansehir-Malatya,A,12/02/2023 16:23,Stations Event
12/02/2023 16:11,3.3,MLv,36.8976° N,36.8024° E,1,Musabeyli-Kilis,A,12/02/2023 16:15,Stations Event
12/02/2023 15:46,4.1,MLv,38.1509° N,38.0649° E,0,Dogansehir-Malatya,A,12/02/2023 15:50,Stations Event
12/02/2023 15:30,3.7,MLv,38.1216° N,37.8891° E,0,Dogansehir-Malatya,A,12/02/2023 15:34,Stations Event
12/02/2023 14:30,4.1,MLv,37.7939° N,36.5707° E,0,Merkez-Kahramanmaras,A,12/02/2023 15:00,Stations Event
12/02/2023 14:25,3.4,MLv,37.9999° N,38.1720° E,0,Celikhan-Adiyaman,A,12/02/2023 14:29,Stations Event
023/02/12 13:35:39,3.4,MLv,38.0667° N,38.3926° E,0,Celikhan-Adiyaman,A,12/02/2023 13:39,Stations Event
12/02/2023 13:29,4.7,MLv,38.0182° N,38.2526° E,0,Celikhan-Adiyaman,A,12/02/2023 13:46,Stations Event
12/02/2023 12:30,4.1,MLv,38.0319° N,38.1912° E,0,Celikhan-Adiyaman,A,12/02/2023 12:34,Stations Event
12/02/2023 12:25,4.2,MLv,36.9452° N,36.7511° E,7,islahiye-Gaziantep,A,12/02/2023 12:42,Stations Event
12/02/2023 12:11,3.6,MLv,38.2278° N,38.1052° E,0,Yesilyurt-Malatya,A,12/02/2023 12:14,Stations Event
12/02/2023 12:06,3.3,MLv,37.9851° N,36.6930° E,10,Merkez-Kahramanmaras,A,12/02/2023 12:11,Stations Event
12/02/2023 11:47,3.5,MLv,38.0475° N,36.5424° E,0,Goksun-Kahramanmaras,A,12/02/2023 11:50,Stations Event
12/02/2023 10:41,3.5,MLv,38.2361° N,37.3792° E,0,Elbistan-Kahramanmaras,A,12/02/2023 10:44,Stations Event
12/02/2023 10:13,3.2,MLv,38.1345° N,37.8067° E,0,Dogansehir-Malatya,A,12/02/2023 10:16,Stations Event
12/02/2023 10:00,4,MLv,38.2278° N,38.1985° E,0,Yesilyurt-Malatya,A,12/02/2023 10:04,Stations Event
12/02/2023 9:56,4,MLv,36.4069° N,36.2677° E,3,Kirikhan-Hatay,A,12/02/2023 10:00,Stations Event
12/02/2023 9:54,3.2,MLv,38.0099° N,37.3892° E,0,Nurhak-Kahramanmaras,A,12/02/2023 9:57,Stations Event
12/02/2023 9:32,4.1,MLv,36.2567° N,36.1615° E,0,Merkez-Hatay,A,12/02/2023 9:37,Stations Event
12/02/2023 9:19,3.2,MLv,37.1393° N,36.7035° E,0,Nurdagi-Gaziantep,A,12/02/2023 9:23,Stations Event
12/02/2023 8:51,2.9,MLv,37.8204° N,36.3226° E,0,Andirin-Kahramanmaras,A,12/02/2023 8:54,Stations Event
12/02/2023 8:38,3.8,MLv,38.1656° N,38.0447° E,0,Dogansehir-Malatya,A,12/02/2023 8:41,Stations Event
12/02/2023 8:33,3.8,MLv,36.3480° N,36.1986° E,5,Merkez-Hatay,A,12/02/2023 8:37,Stations Event
12/02/2023 8:21,3.7,MLv,41.9188° N,41.8324° E,22,Georgia Armenia Turkey Border Reg.,A,12/02/2023 8:25,Stations Event
12/02/2023 8:14,3.8,MLv,38.0832° N,37.2757° E,0,Nurhak-Kahramanmaras,A,12/02/2023 8:20,Stations Event
12/02/2023 8:07,2.3,MLv,39.4830° N,25.8673° E,3,Aegean Sea,A,12/02/2023 8:09,Stations Event
12/02/2023 8:07,4.5,MLv,41.9733° N,41.9952° E,0,Georgia Armenia Turkey Border Reg.,A,12/02/2023 8:11,Stations Event
12/02/2023 7:54,3.6,MLv,37.7866° N,37.7225° E,0,Golbasi-Adiyaman,A,12/02/2023 7:58,Stations Event
12/02/2023 7:37,2.8,MLv,38.0621° N,36.6486° E,0,Goksun-Kahramanmaras,A,12/02/2023 7:40,Stations Event
12/02/2023 7:31,3.8,MLv,37.9523° N,37.3773° E,0,Nurhak-Kahramanmaras,A,12/02/2023 7:35,Stations Event
12/02/2023 7:20,2.6,MLv,39.3631° N,26.2454° E,11,Midilli Adasi-Ege Denizi,A,12/02/2023 7:24,Stations Event
12/02/2023 7:01,3.5,MLv,37.4286° N,36.5863° E,0,Merkez-Kahramanmaras,A,12/02/2023 7:05,Stations Event
12/02/2023 6:51,3.5,MLv,39.3836° N,26.2305° E,5,Turkey,A,12/02/2023 6:55,Stations Event
12/02/2023 6:48,3.6,MLv,37.1906° N,36.7365° E,8,Nurdagi-Gaziantep,A,12/02/2023 6:52,Stations Event
12/02/2023 6:30,3,MLv,38.0548° N,36.4911° E,0,Goksun-Kahramanmaras,A,12/02/2023 6:33,Stations Event
12/02/2023 6:15,4,MLv,38.1418° N,38.5831° E,0,Merkez-Malatya,A,12/02/2023 6:18,Stations Event
12/02/2023 5:48,3.4,MLv,38.1326° N,38.5556° E,0,Sincik-Adiyaman,A,12/02/2023 5:51,Stations Event
12/02/2023 5:24,3.5,MLv,36.8683° N,36.5753° E,5,Hassa-Hatay,A,12/02/2023 5:28,Stations Event
12/02/2023 5:12,2.2,MLv,40.8051° N,28.7494° E,1,Marmara Denizi (Dogu),A,12/02/2023 5:15,Stations Event
12/02/2023 4:52,4.3,MLv,38.0063° N,37.4716° E,0,Nurhak-Kahramanmaras,A,12/02/2023 4:57,Stations Event
12/02/2023 4:46,4.3,MLv,36.4618° N,36.3263° E,11,Kirikhan-Hatay,A,12/02/2023 4:51,Stations Event
12/02/2023 4:29,4.1,MLv,37.9880° N,38.2956° E,0,Celikhan-Adiyaman,A,12/02/2023 5:26,Stations Event
12/02/2023 4:22,2.3,MLv,40.8160° N,31.0236° E,11,Golyaka-Duzce,A,12/02/2023 4:26,Stations Event
12/02/2023 4:22,4,MLv,38.0283° N,37.7609° E,0,Dogansehir-Malatya,A,12/02/2023 4:26,Stations Event
12/02/2023 4:14,3.3,MLv,38.1216° N,37.8799° E,0,Dogansehir-Malatya,A,12/02/2023 4:18,Stations Event
12/02/2023 3:53,4.1,MLv,38.0814° N,38.5226° E,0,Sincik-Adiyaman,A,12/02/2023 3:58,Stations Event
12/02/2023 3:33,4.1,MLv,37.9578° N,38.8367° E,0,Gerger-Adiyaman,A,12/02/2023 3:37,Stations Event
12/02/2023 3:29,3.2,MLv,38.0585° N,37.0734° E,0,Ekinozu-Kahramanmaras,A,12/02/2023 3:32,Stations Event
12/02/2023 3:25,3.1,MLv,38.1967° N,38.1802° E,0,Yesilyurt-Malatya,A,12/02/2023 3:29,Stations Event
12/02/2023 2:27,4.1,MLv,36.2244° N,36.0029° E,5,Samandag-Hatay,A,12/02/2023 2:32,Stations Event
12/02/2023 2:16,3,MLv,38.9246° N,39.7668° E,4,Mazgirt-Tunceli,A,12/02/2023 2:19,Stations Event
12/02/2023 2:06,3.7,MLv,38.1335° N,38.5657° E,1,Sincik-Adiyaman,A,12/02/2023 2:09,Stations Event
12/02/2023 1:13,3.5,MLv,38.2480° N,38.1985° E,0,Yesilyurt-Malatya,A,12/02/2023 1:17,Stations Event
12/02/2023 0:51,3.8,MLv,38.1656° N,38.0356° E,0,Dogansehir-Malatya,A,12/02/2023 0:54,Stations Event
12/02/2023 0:45,3.2,MLv,37.3288° N,32.4857° E,0,Cumra-Konya,A,12/02/2023 0:49,Stations Event
12/02/2023 0:05,3.4,MLv,38.1583° N,37.8488° E,0,Dogansehir-Malatya,A,12/02/2023 0:08,Stations Event
11/02/2023 23:31,3.2,MLv,40.8316° N,30.9824° E,0,Gumusova-Duzce,A,12/02/2023 0:48,Stations Event
11/02/2023 23:31,4.3,MLv,38.1135° N,36.4101° E,83,Goksun-Kahramanmaras,A,11/02/2023 23:48,Stations Event
11/02/2023 23:26,3.8,MLv,38.0740° N,37.0724° E,0,Ekinozu-Kahramanmaras,A,11/02/2023 23:30,Stations Event
11/02/2023 23:14,3.4,MLv,38.6682° N,39.9060° E,32,Palu-Elazig,A,11/02/2023 23:18,Stations Event
11/02/2023 23:10,3.6,MLv,37.2610° N,37.1054° E,0,Pazarcik-Kahramanmaras,A,11/02/2023 23:14,Stations Event
11/02/2023 22:29,4.5,MLv,36.7696° N,36.4644° E,5,Hassa-Hatay,A,11/02/2023 23:13,Stations Event
11/02/2023 21:48,3.1,MLv,38.1821° N,38.6343° E,0,Puturge-Malatya,A,11/02/2023 21:52,Stations Event
11/02/2023 21:31,3.2,MLv,38.2745° N,38.6993° E,0,Merkez-Malatya,A,11/02/2023 21:35,Stations Event
11/02/2023 21:20,3.7,MLv,37.2732° N,37.0961° E,0,Pazarcik-Kahramanmaras,A,11/02/2023 21:24,Stations Event
11/02/2023 21:01,3.5,MLv,37.6913° N,37.4789° E,0,Golbasi-Adiyaman,A,11/02/2023 21:05,Stations Event
11/02/2023 20:47,3.7,MLv,36.2146° N,36.3171° E,0,Merkez-Hatay,A,11/02/2023 20:52,Stations Event
11/02/2023 20:39,4.3,MLv,37.8873° N,37.9074° E,0,Tut-Adiyaman,A,11/02/2023 20:43,Stations Event
11/02/2023 20:28,4,MLv,36.2439° N,36.0315° E,0,Samandag-Hatay,A,11/02/2023 20:33,Stations Event
11/02/2023 20:24,3.2,MLv,38.2370° N,38.7918° E,0,Puturge-Malatya,A,11/02/2023 20:27,Stations Event
11/02/2023 20:20,3.1,MLv,37.9770° N,38.3908° E,0,Celikhan-Adiyaman,A,11/02/2023 20:24,Stations Event
11/02/2023 20:07,3.1,MLv,38.0072° N,36.6522° E,0,Goksun-Kahramanmaras,A,11/02/2023 20:10,Stations Event
11/02/2023 19:56,2.4,MLv,37.5128° N,37.1686° E,0,Merkez-Kahramanmaras,A,11/02/2023 20:00,Stations Event
11/02/2023 19:48,3.8,MLv,38.1802° N,37.9184° E,0,Dogansehir-Malatya,A,11/02/2023 19:52,Stations Event
11/02/2023 19:31,2.5,MLv,38.0997° N,36.7612° E,0,Goksun-Kahramanmaras,A,11/02/2023 19:34,Stations Event
11/02/2023 19:15,3.7,MLv,37.1878° N,36.7374° E,0,Nurdagi-Gaziantep,A,11/02/2023 19:19,Stations Event
11/02/2023 19:01,3.5,MLv,39.4226° N,40.1550° E,0,Pulumur-Tunceli,A,11/02/2023 19:03,Stations Event
11/02/2023 17:50,4.5,MLv,38.2132° N,38.7277° E,0,Puturge-Malatya,A,11/02/2023 18:14,Stations Event
11/02/2023 17:20,4.4,MLv,36.3853° N,36.1189° E,82,Belen-Hatay,A,11/02/2023 18:24,Stations Event
11/02/2023 17:15,3.4,MLv,38.0997° N,36.9864° E,0,Goksun-Kahramanmaras,A,11/02/2023 17:18,Stations Event
11/02/2023 17:11,3.1,MLv,38.0777° N,38.2169° E,0,Celikhan-Adiyaman,A,11/02/2023 17:15,Stations Event
11/02/2023 17:01,3.2,MLv,37.1320° N,36.6998° E,4,Nurdagi-Gaziantep,A,11/02/2023 17:03,Stations Event
11/02/2023 16:58,2.8,MLv,36.6962° N,36.1871° E,11,Jordan/Syria Region,A,11/02/2023 17:02,Stations Event
11/02/2023 16:55,3.2,MLv,37.0001° N,36.3885° E,0,Merkez-Osmaniye,A,11/02/2023 16:58,Stations Event
11/02/2023 16:01,3,MLv,38.0548° N,36.5021° E,5,Goksun-Kahramanmaras,A,11/02/2023 16:04,Stations Event
11/02/2023 15:59,2.9,MLv,37.9056° N,36.7099° E,0,Merkez-Kahramanmaras,A,11/02/2023 16:02,Stations Event
11/02/2023 15:33,4.6,MLv,41.9659° N,42.1234° E,0,Georgia Armenia Turkey Border Reg.,A,11/02/2023 15:38,Stations Event
11/02/2023 14:54,3.5,MLv,38.0301° N,36.4810° E,0,Goksun-Kahramanmaras,A,11/02/2023 14:58,Stations Event
11/02/2023 14:40,3.9,MLv,38.0319° N,36.4920° E,0,Goksun-Kahramanmaras,A,11/02/2023 14:43,Stations Event
11/02/2023 14:38,4.6,MLv,37.9733° N,36.4755° E,0,Goksun-Kahramanmaras,A,11/02/2023 14:42,Stations Event
11/02/2023 14:11,4.1,MLv,37.9889° N,36.3812° E,0,Goksun-Kahramanmaras,A,11/02/2023 14:15,Stations Event
11/02/2023 13:58,3.4,MLv,38.0411° N,36.5744° E,0,Goksun-Kahramanmaras,A,11/02/2023 14:01,Stations Event
11/02/2023 13:35,2.5,MLv,37.5055° N,37.0587° E,5,Merkez-Kahramanmaras,A,11/02/2023 13:37,Stations Event
11/02/2023 13:23,3.3,MLv,38.0576° N,36.8912° E,0,Goksun-Kahramanmaras,A,11/02/2023 13:26,Stations Event
11/02/2023 13:09,4.8,MLv,38.8742° N,38.0850° E,0,Hekimhan-Malatya,A,11/02/2023 13:14,Stations Event
11/02/2023 12:54,4.4,MLv,38.0869° N,36.5891° E,0,Goksun-Kahramanmaras,A,11/02/2023 12:59,Stations Event
11/02/2023 12:50,3.5,MLv,38.1546° N,37.9385° E,0,Dogansehir-Malatya,A,11/02/2023 12:55,Stations Event
11/02/2023 12:17,3.2,MLv,38.1290° N,36.8985° E,0,Goksun-Kahramanmaras,A,11/02/2023 12:21,Stations Event
11/02/2023 11:33,3.6,MLv,38.2269° N,38.1281° E,0,Yesilyurt-Malatya,A,11/02/2023 11:35,Stations Event
11/02/2023 11:31,3.4,MLv,38.1171° N,37.8461° E,0,Dogansehir-Malatya,A,11/02/2023 11:34,Stations Event
11/02/2023 11:05,4.7,MLv,38.1491° N,36.7117° E,0,Goksun-Kahramanmaras,A,11/02/2023 11:20,Stations Event
11/02/2023 10:07,3.1,MLv,37.8616° N,37.8506° E,0,Golbasi-Adiyaman,A,11/02/2023 10:11,Stations Event
11/02/2023 9:03,4.2,MLv,38.0630° N,38.1894° E,0,Celikhan-Adiyaman,A,11/02/2023 9:08,Stations Event
11/02/2023 8:55,5.8,Mwp,3.7291° N,126.6025° E,10,"Talaud Islands,  Indonesia",A,11/02/2023 11:08,Stations Event
11/02/2023 8:24,3.7,MLv,38.0237° N,37.7454° E,2,Dogansehir-Malatya,A,11/02/2023 8:28,Stations Event
11/02/2023 8:11,3.2,MLv,38.1427° N,37.2638° E,0,Elbistan-Kahramanmaras,A,11/02/2023 8:13,Stations Event
11/02/2023 7:55,4.6,MLv,37.1503° N,37.0038° E,8,Nurdagi-Gaziantep,A,11/02/2023 8:15,Stations Event
11/02/2023 6:58,2.3,MLv,38.5162° N,40.1605° E,0,Aricak-Elazig,A,11/02/2023 7:03,Stations Event
11/02/2023 6:28,4.3,MLv,38.1015° N,36.6422° E,0,Goksun-Kahramanmaras,A,11/02/2023 6:32,Stations Event
11/02/2023 6:06,4.1,MLv,37.9083° N,38.2306° E,12,Merkez-Adiyaman,A,11/02/2023 6:10,Stations Event
11/02/2023 6:03,3.2,MLv,37.8891° N,26.7764° E,8,"Dodecanese Islands,  Greece",A,11/02/2023 6:06,Stations Event
11/02/2023 5:26,3.7,MLv,38.0649° N,37.7628° E,0,Dogansehir-Malatya,A,11/02/2023 5:30,Stations Event
11/02/2023 5:18,3.3,MLv,37.8818° N,26.7764° E,11,"Dodecanese Islands,  Greece",A,11/02/2023 5:37,Stations Event
11/02/2023 4:47,4.3,MLv,37.8561° N,36.6422° E,0,Merkez-Kahramanmaras,A,11/02/2023 5:05,Stations Event
11/02/2023 4:38,3.7,MLv,36.5460° N,36.5094° E,0,Kirikhan-Hatay,A,11/02/2023 4:42,Stations Event
11/02/2023 4:36,3.7,MLv,38.0283° N,37.3654° E,0,Nurhak-Kahramanmaras,A,11/02/2023 4:40,Stations Event
11/02/2023 4:30,3.6,MLv,38.1052° N,37.7994° E,0,Dogansehir-Malatya,A,11/02/2023 4:35,Stations Event
11/02/2023 4:22,3.2,MLv,38.0804° N,38.5492° E,0,Sincik-Adiyaman,A,11/02/2023 4:25,Stations Event
11/02/2023 3:46,3.1,MLv,38.0905° N,36.6916° E,0,Goksun-Kahramanmaras,A,11/02/2023 3:48,Stations Event
11/02/2023 3:38,4.3,MLv,37.9633° N,38.4540° E,0,Sincik-Adiyaman,A,11/02/2023 3:59,Stations Event
11/02/2023 3:11,3.9,MLv,37.5787° N,37.2784° E,0,Pazarcik-Kahramanmaras,A,11/02/2023 3:15,Stations Event
11/02/2023 2:51,3.5,MLv,38.0283° N,36.5250° E,0,Goksun-Kahramanmaras,A,11/02/2023 2:56,Stations Event
11/02/2023 2:41,2.9,MLv,38.0035° N,36.3483° E,0,Goksun-Kahramanmaras,A,11/02/2023 2:45,Stations Event
11/02/2023 2:38,3.3,MLv,37.1475° N,36.6513° E,0,islahiye-Gaziantep,A,11/02/2023 2:42,Stations Event
11/02/2023 2:26,2.7,MLv,38.1372° N,37.2876° E,7,Elbistan-Kahramanmaras,A,11/02/2023 2:28,Stations Event
11/02/2023 2:03,3.8,MLv,37.9770° N,36.3583° E,0,Goksun-Kahramanmaras,A,11/02/2023 2:23,Stations Event
11/02/2023 2:02,3.5,MLv,38.0109° N,38.0621° E,2,Dogansehir-Malatya,A,11/02/2023 2:06,Stations Event
11/02/2023 1:46,2.5,MLv,38.9035° N,31.4584° E,0,Emirdag-Afyonkarahisar,A,11/02/2023 1:50,Stations Event
11/02/2023 1:36,3.7,MLv,37.2189° N,37.0139° E,1,Pazarcik-Kahramanmaras,A,11/02/2023 1:41,Stations Event
11/02/2023 1:21,4.7,MLv,36.8628° N,35.7056° E,49,Ceyhan-Adana,A,11/02/2023 1:26,Stations Event
11/02/2023 1:19,2.7,MLv,38.9017° N,31.4603° E,0,Emirdag-Afyonkarahisar,A,11/02/2023 1:23,Stations Event
11/02/2023 0:50,3.5,MLv,37.8781° N,36.6165° E,0,Merkez-Kahramanmaras,A,11/02/2023 0:53,Stations Event
11/02/2023 0:24,4.3,MLv,36.6412° N,36.4581° E,12,Kirikhan-Hatay,A,11/02/2023 0:46,Stations Event
11/02/2023 0:06,3.4,MLv,38.0511° N,37.7472° E,0,Dogansehir-Malatya,A,11/02/2023 0:10,Stations Event
10/02/2023 23:31,3.6,MLv,37.8653° N,36.6824° E,0,Merkez-Kahramanmaras,A,10/02/2023 23:36,Stations Event
10/02/2023 23:10,3.6,MLv,36.5570° N,27.0355° E,0,"Dodecanese Islands,  Greece",A,10/02/2023 23:32,Stations Event
10/02/2023 22:13,3.6,MLv,38.1070° N,36.9571° E,0,Goksun-Kahramanmaras,A,10/02/2023 22:16,Stations Event
10/02/2023 21:32,3.4,MLv,37.9660° N,36.3565° E,0,Goksun-Kahramanmaras,A,10/02/2023 21:35,Stations Event
10/02/2023 21:20,4.1,MLv,38.5281° N,39.6725° E,0,Maden-Elazig,A,10/02/2023 21:25,Stations Event
10/02/2023 21:12,3.7,MLv,38.2278° N,38.2224° E,0,Yesilyurt-Malatya,A,10/02/2023 21:15,Stations Event
10/02/2023 21:08,3,MLv,37.6117° N,35.3815° E,0,Aladag-Adana,A,10/02/2023 21:11,Stations Event
10/02/2023 21:03,3.3,MLv,37.6602° N,37.4277° E,0,Pazarcik-Kahramanmaras,A,10/02/2023 21:07,Stations Event
10/02/2023 20:43,3.7,MLv,38.2022° N,38.1143° E,0,Yesilyurt-Malatya,A,10/02/2023 20:46,Stations Event
10/02/2023 20:41,2.8,MLv,36.2329° N,34.1821° E,28,Turkey,A,10/02/2023 20:44,Stations Event
10/02/2023 20:12,4,MLv,38.0429° N,38.5464° E,0,Sincik-Adiyaman,A,10/02/2023 20:16,Stations Event
10/02/2023 20:06,3.5,MLv,36.3812° N,36.1908° E,0,Merkez-Hatay,A,10/02/2023 20:10,Stations Event
10/02/2023 18:56,3.1,MLv,38.1164° N,37.8796° E,5,Dogansehir-Malatya,A,10/02/2023 18:59,Stations Event
10/02/2023 18:26,4.2,MLv,38.0548° N,36.8536° E,2,Goksun-Kahramanmaras,A,10/02/2023 18:30,Stations Event
10/02/2023 17:50,3.7,MLv,36.2054° N,36.0846° E,0,Merkez-Hatay,A,10/02/2023 17:54,Stations Event
10/02/2023 17:35,3.6,MLv,38.0438° N,37.0184° E,3,Ekinozu-Kahramanmaras,A,10/02/2023 17:39,Stations Event
10/02/2023 17:31,4.1,MLv,38.1674° N,38.5593° E,0,Merkez-Malatya,A,10/02/2023 17:35,Stations Event
10/02/2023 17:00,5,MLv,37.9026° N,36.3579° E,10,Goksun-Kahramanmaras,A,10/02/2023 17:26,Stations Event
10/02/2023 16:43,3.8,MLv,36.8390° N,38.2416° E,5,Jordan/Syria Region,A,10/02/2023 16:46,Stations Event
10/02/2023 16:26,3.9,MLv,37.7765° N,36.7365° E,0,Merkez-Kahramanmaras,A,10/02/2023 16:30,Stations Event
