origin-time-utc,mag,mag-type,latitude,longitude,depth(km),region,a/m,time-updated,kml
07/02/2023 0:50,3.8,MLv,38.0164° N,38.6023° E,9,Sincik-Adiyaman,A,07/02/2023 0:54,Stations Event
07/02/2023 0:40,4.1,MLv,38.1207° N,36.4948° E,0,Goksun-Kahramanmaras,A,07/02/2023 0:43,Stations Event
07/02/2023 0:35,5.5,mb,7.1651° S,105.9286° E,74,"Java,  Indonesia",A,07/02/2023 1:45,Stations Event
07/02/2023 0:23,4.1,MLv,38.0832° N,36.5817° E,0,Goksun-Kahramanmaras,A,07/02/2023 0:27,Stations Event
07/02/2023 0:17,3.2,MLv,38.0896° N,36.4050° E,0,Goksun-Kahramanmaras,A,07/02/2023 0:21,Stations Event
07/02/2023 0:15,3.8,MLv,37.3059° N,36.8298° E,7,Turkoglu-Kahramanmaras,A,07/02/2023 0:19,Stations Event
07/02/2023 0:12,3.7,MLv,38.0649° N,36.5872° E,0,Goksun-Kahramanmaras,A,07/02/2023 0:16,Stations Event
07/02/2023 0:05,3.9,MLv,36.4490° N,36.2512° E,0,Belen-Hatay,A,07/02/2023 0:10,Stations Event
07/02/2023 0:03,3.7,MLv,38.2892° N,37.4799° E,5,Elbistan-Kahramanmaras,A,07/02/2023 0:07,Stations Event
07/02/2023 0:01,3.5,MLv,37.4744° N,37.2107° E,4,Pazarcik-Kahramanmaras,A,07/02/2023 0:04,Stations Event
06/02/2023 23:56,3.7,MLv,38.0621° N,37.4872° E,0,Nurhak-Kahramanmaras,A,06/02/2023 23:59,Stations Event
06/02/2023 23:54,4.5,MLv,37.3938° N,36.1560° E,4,Kadirli-Osmaniye,A,06/02/2023 23:58,Stations Event
06/02/2023 23:49,3.7,MLv,36.3354° N,35.7642° E,8,Turkey,A,06/02/2023 23:53,Stations Event
06/02/2023 23:29,4.4,MLv,35.5627° N,35.4895° E,24,Jordan/Syria Region,A,06/02/2023 23:57,Stations Event
06/02/2023 23:27,3.6,MLv,38.0182° N,37.6776° E,0,Dogansehir-Malatya,A,06/02/2023 23:31,Stations Event
06/02/2023 23:21,3.6,MLv,38.2104° N,37.0679° E,1,Elbistan-Kahramanmaras,A,06/02/2023 23:24,Stations Event
06/02/2023 23:13,4.2,MLv,38.0127° N,37.3389° E,0,Nurhak-Kahramanmaras,A,06/02/2023 23:17,Stations Event
06/02/2023 23:01,3.4,MLv,38.1354° N,37.7582° E,0,Dogansehir-Malatya,A,06/02/2023 23:04,Stations Event
06/02/2023 22:55,4,MLv,37.9532° N,36.6733° E,0,Merkez-Kahramanmaras,A,06/02/2023 22:59,Stations Event
06/02/2023 22:51,3.3,MLv,37.9871° N,36.9250° E,48,Merkez-Kahramanmaras,A,06/02/2023 22:55,Stations Event
06/02/2023 22:44,3.9,MLv,38.0612° N,36.5579° E,0,Goksun-Kahramanmaras,A,06/02/2023 22:48,Stations Event
06/02/2023 22:41,3.9,MLv,38.1175° N,37.1946° E,81,Ekinozu-Kahramanmaras,A,06/02/2023 22:45,Stations Event
06/02/2023 22:29,4.6,MLv,38.0814° N,36.5707° E,0,Goksun-Kahramanmaras,A,06/02/2023 22:59,Stations Event
06/02/2023 22:26,4.4,MLv,37.9120° N,37.5201° E,9,Nurhak-Kahramanmaras,A,06/02/2023 22:39,Stations Event
06/02/2023 22:23,3.6,MLv,38.0814° N,37.3526° E,0,Nurhak-Kahramanmaras,A,06/02/2023 22:27,Stations Event
06/02/2023 22:11,4.5,MLv,38.3588° N,38.1683° E,0,Merkez-Malatya,A,06/02/2023 22:16,Stations Event
06/02/2023 22:11,4.5,MLv,38.3588° N,38.1683° E,0,Merkez-Malatya,A,06/02/2023 22:16,Stations Event
06/02/2023 22:09,4,MLv,38.1216° N,36.9333° E,0,Goksun-Kahramanmaras,A,06/02/2023 22:14,Stations Event
06/02/2023 21:57,4.8,mb,38.0815° N,36.6272° E,10,Goksun-Kahramanmaras,M,06/02/2023 22:59,Stations Event
06/02/2023 21:41,3.8,MLv,38.0777° N,36.6110° E,0,Goksun-Kahramanmaras,A,06/02/2023 21:44,Stations Event
06/02/2023 21:38,3.8,MLv,37.1759° N,36.7328° E,3,Nurdagi-Gaziantep,A,06/02/2023 21:42,Stations Event
06/02/2023 21:15,5.2,MLv,37.9052° N,37.1045° E,96,Ekinozu-Kahramanmaras,A,06/02/2023 22:16,Stations Event
06/02/2023 21:14,2.9,MLv,39.3073° N,26.0980° E,10,Turkey,A,06/02/2023 21:16,Stations Event
06/02/2023 21:12,3.6,MLv,37.4176° N,37.1320° E,1,Pazarcik-Kahramanmaras,A,06/02/2023 21:15,Stations Event
06/02/2023 21:02,4.7,MLv,36.7072° N,36.4764° E,10,Hassa-Hatay,A,06/02/2023 21:06,Stations Event
06/02/2023 20:58,3.8,MLv,37.9825° N,36.3583° E,0,Goksun-Kahramanmaras,A,06/02/2023 21:01,Stations Event
06/02/2023 20:53,5.2,MLv,38.2290° N,38.3580° E,83,Yesilyurt-Malatya,A,06/02/2023 21:14,Stations Event
06/02/2023 20:43,5.2,MLv,37.3755° N,36.8921° E,90,Turkoglu-Kahramanmaras,A,06/02/2023 20:48,Stations Event
06/02/2023 20:37,5.2,mb,37.2637° N,37.0750° E,10,Pazarcik-Kahramanmaras,M,06/02/2023 21:47,Stations Event
06/02/2023 20:26,3.9,MLv,37.9852° N,38.1757° E,1,Celikhan-Adiyaman,A,06/02/2023 20:30,Stations Event
06/02/2023 20:23,4.2,MLv,38.2214° N,38.7708° E,0,Puturge-Malatya,A,06/02/2023 20:27,Stations Event
06/02/2023 20:21,4.2,MLv,38.0319° N,36.3895° E,0,Goksun-Kahramanmaras,A,06/02/2023 20:25,Stations Event
06/02/2023 20:14,4.4,MLv,37.5842° N,36.8811° E,59,Merkez-Kahramanmaras,A,06/02/2023 20:18,Stations Event
06/02/2023 20:11,4.5,MLv,38.0402° N,37.6959° E,0,Dogansehir-Malatya,A,06/02/2023 20:16,Stations Event
06/02/2023 20:05,5.3,MLv,38.1537° N,37.7106° E,0,Elbistan-Kahramanmaras,A,06/02/2023 20:27,Stations Event
06/02/2023 20:02,3.5,MLv,37.8864° N,36.6962° E,0,Merkez-Kahramanmaras,A,06/02/2023 20:05,Stations Event
06/02/2023 19:54,3.7,MLv,38.0548° N,38.3258° E,0,Celikhan-Adiyaman,A,06/02/2023 19:58,Stations Event
06/02/2023 19:51,3.8,MLv,38.9896° N,41.1484° E,0,Solhan-Bingol,A,06/02/2023 19:54,Stations Event
06/02/2023 19:49,4.5,MLv,38.0548° N,36.6852° E,0,Goksun-Kahramanmaras,A,06/02/2023 19:53,Stations Event
06/02/2023 19:47,4.4,MLv,37.9825° N,36.6458° E,0,Merkez-Kahramanmaras,A,06/02/2023 19:52,Stations Event
06/02/2023 19:46,4,MLv,38.0182° N,38.4613° E,0,Sincik-Adiyaman,A,06/02/2023 19:50,Stations Event
06/02/2023 19:43,4,MLv,38.1464° N,37.7142° E,0,Elbistan-Kahramanmaras,A,06/02/2023 19:47,Stations Event
06/02/2023 19:40,4.9,MLv,37.9504° N,38.2214° E,73,Merkez-Adiyaman,A,06/02/2023 19:44,Stations Event
06/02/2023 19:35,4.4,MLv,37.5119° N,37.1512° E,0,Merkez-Kahramanmaras,A,06/02/2023 19:40,Stations Event
06/02/2023 19:30,4.2,MLv,37.4680° N,37.0230° E,0,Merkez-Kahramanmaras,A,06/02/2023 19:35,Stations Event
06/02/2023 19:15,4.4,MLv,38.0154° N,36.5085° E,0,Goksun-Kahramanmaras,A,06/02/2023 19:20,Stations Event
06/02/2023 19:12,4.3,MLv,37.8625° N,37.7527° E,70,Golbasi-Adiyaman,A,06/02/2023 19:17,Stations Event
06/02/2023 18:51,4,MLv,36.9818° N,36.5717° E,7,islahiye-Gaziantep,A,06/02/2023 18:55,Stations Event
06/02/2023 18:48,4.3,MLv,38.2755° N,38.1509° E,0,Yesilyurt-Malatya,A,06/02/2023 18:52,Stations Event
06/02/2023 18:40,3.2,MLv,38.0475° N,36.4874° E,0,Goksun-Kahramanmaras,A,06/02/2023 18:42,Stations Event
06/02/2023 18:32,4.1,MLv,38.0310° N,38.1702° E,26,Celikhan-Adiyaman,A,06/02/2023 18:35,Stations Event
06/02/2023 18:31,3.8,MLv,37.9523° N,36.6339° E,0,Merkez-Kahramanmaras,A,06/02/2023 18:35,Stations Event
06/02/2023 18:17,4,MLv,38.1189° N,38.5876° E,20,Sincik-Adiyaman,A,06/02/2023 18:22,Stations Event
06/02/2023 18:03,5.3,MLv,38.0484° N,36.4975° E,0,Goksun-Kahramanmaras,A,06/02/2023 18:32,Stations Event
06/02/2023 18:02,5.2,MLv,38.1454° N,36.5561° E,0,Goksun-Kahramanmaras,A,06/02/2023 18:21,Stations Event
06/02/2023 17:57,2.6,MLv,38.0109° N,29.0643° E,4,Akkoy-Denizli,A,06/02/2023 18:00,Stations Event
06/02/2023 17:46,4.6,MLv,38.1189° N,37.9065° E,0,Dogansehir-Malatya,A,06/02/2023 17:51,Stations Event
06/02/2023 17:44,4.1,MLv,38.1345° N,36.9333° E,0,Goksun-Kahramanmaras,A,06/02/2023 17:48,Stations Event
06/02/2023 17:31,4.7,MLv,37.0789° N,36.7786° E,20,Nurdagi-Gaziantep,A,06/02/2023 17:36,Stations Event
06/02/2023 17:26,4.8,MLv,38.1400° N,36.6129° E,0,Goksun-Kahramanmaras,A,06/02/2023 17:30,Stations Event
06/02/2023 17:11,4.4,MLv,37.3206° N,36.4856° E,114,Duzici-Osmaniye,A,06/02/2023 17:15,Stations Event
06/02/2023 16:59,3.6,MLv,38.0502° N,36.5140° E,0,Goksun-Kahramanmaras,A,06/02/2023 17:03,Stations Event
06/02/2023 16:55,4.9,MLv,38.1519° N,36.7603° E,11,Afsin-Kahramanmaras,A,06/02/2023 16:59,Stations Event
06/02/2023 16:43,5.4,MLv,37.9788° N,36.4801° E,83,Goksun-Kahramanmaras,A,06/02/2023 17:05,Stations Event
06/02/2023 16:35,4.4,MLv,38.1024° N,39.1315° E,62,Gerger-Adiyaman,A,06/02/2023 16:39,Stations Event
06/02/2023 16:32,5,MLv,36.5808° N,36.5808° E,0,Kirikhan-Hatay,A,06/02/2023 17:36,Stations Event
06/02/2023 16:26,4.9,MLv,38.1418° N,36.9278° E,0,Afsin-Kahramanmaras,A,06/02/2023 16:29,Stations Event
06/02/2023 16:25,4.4,MLv,38.1052° N,36.3364° E,0,Tufanbeyli-Adana,A,06/02/2023 16:29,Stations Event
06/02/2023 16:21,3.8,MLv,38.0919° N,36.5087° E,0,Goksun-Kahramanmaras,A,06/02/2023 16:25,Stations Event
06/02/2023 16:10,4,MLv,36.1414° N,35.7019° E,0,Turkey,A,06/02/2023 16:14,Stations Event
06/02/2023 15:56,3.6,MLv,37.9953° N,36.5781° E,0,Goksun-Kahramanmaras,A,06/02/2023 16:02,Stations Event
06/02/2023 15:51,4.3,MLv,36.0278° N,36.7017° E,35,Jordan/Syria Region,A,06/02/2023 15:55,Stations Event
06/02/2023 15:33,5,mb,38.2591° N,38.1279° E,10,Yesilyurt-Malatya,M,06/02/2023 17:25,Stations Event
06/02/2023 15:14,4.9,mb,37.8644° N,37.7101° E,14,Golbasi-Adiyaman,M,06/02/2023 17:43,Stations Event
06/02/2023 14:29,4.4,MLv,38.0063° N,36.5140° E,0,Goksun-Kahramanmaras,A,06/02/2023 15:59,Stations Event
06/02/2023 14:28,4.4,MLv,36.5259° N,35.3540° E,18,Turkey,A,06/02/2023 14:31,Stations Event
06/02/2023 14:24,3.9,MLv,37.2601° N,37.0001° E,5,Nurdagi-Gaziantep,A,06/02/2023 14:28,Stations Event
06/02/2023 14:04,4.2,MLv,38.0411° N,36.4957° E,0,Goksun-Kahramanmaras,A,06/02/2023 15:58,Stations Event
06/02/2023 13:44,5.2,MLv,37.8918° N,37.5549° E,80,Nurhak-Kahramanmaras,A,06/02/2023 15:58,Stations Event
06/02/2023 13:39,5.1,mb,38.0333° N,37.7779° E,10,Dogansehir-Malatya,M,06/02/2023 14:08,Stations Event
06/02/2023 13:36,4,MLv,36.2549° N,35.4639° E,0,Turkey,A,06/02/2023 13:40,Stations Event
06/02/2023 13:17,5.2,MLv,37.9779° N,36.5863° E,17,Merkez-Kahramanmaras,A,06/02/2023 15:57,Stations Event
06/02/2023 13:11,4.6,mb,37.9429° N,36.7504° E,10,Merkez-Kahramanmaras,M,06/02/2023 13:25,Stations Event
06/02/2023 13:09,4.4,MLv,36.0168° N,36.0901° E,0,Yayladagi-Hatay,A,06/02/2023 15:57,Stations Event
06/02/2023 13:07,4.8,mb,37.9031° N,38.0276° E,10,Dogansehir-Malatya,M,06/02/2023 13:19,Stations Event
06/02/2023 13:00,4.7,MLv,38.1958° N,37.6685° E,0,Elbistan-Kahramanmaras,A,06/02/2023 13:04,Stations Event
06/02/2023 12:48,4.6,MLv,38.1802° N,36.9611° E,10,Afsin-Kahramanmaras,A,06/02/2023 12:51,Stations Event
06/02/2023 12:36,4.8,mb,37.9642° N,38.3605° E,10,Merkez-Adiyaman,M,06/02/2023 13:04,Stations Event
06/02/2023 12:34,4.6,mb,38.3466° N,38.3735° E,10,Merkez-Malatya,M,06/02/2023 14:31,Stations Event
06/02/2023 12:02,5.7,mb,38.0970° N,36.5403° E,10,Goksun-Kahramanmaras,M,09/02/2023 17:02,Stations Event
06/02/2023 11:58,4.8,mb,38.2196° N,37.8602° E,10,Dogansehir-Malatya,M,06/02/2023 12:07,Stations Event
06/02/2023 11:55,4.2,MLv,38.0502° N,36.6110° E,0,Goksun-Kahramanmaras,A,06/02/2023 15:56,Stations Event
06/02/2023 11:39,4.9,MLv,38.0795° N,36.5689° E,0,Goksun-Kahramanmaras,A,06/02/2023 15:56,Stations Event
06/02/2023 11:35,4.6,MLv,37.9504° N,37.4451° E,13,Nurhak-Kahramanmaras,A,06/02/2023 15:55,Stations Event
06/02/2023 11:35,3.3,MLv,37.1979° N,28.9691° E,3,Beyagac-Denizli,A,06/02/2023 11:37,Stations Event
06/02/2023 11:27,4.8,MLv,38.0164° N,37.9285° E,40,Dogansehir-Malatya,A,06/02/2023 15:55,Stations Event
06/02/2023 11:05,4.9,MLv,38.1052° N,36.6110° E,0,Goksun-Kahramanmaras,A,06/02/2023 15:55,Stations Event
06/02/2023 11:04,5,MLv,38.1281° N,36.7877° E,0,Goksun-Kahramanmaras,A,06/02/2023 15:54,Stations Event
06/02/2023 11:01,4.8,mb,37.2787° N,39.5459° E,10,Viransehir-Sanliurfa,A,06/02/2023 12:07,Stations Event
06/02/2023 10:51,5.5,mb,38.2164° N,38.1897° E,10,Yesilyurt-Malatya,M,07/02/2023 13:42,Stations Event
06/02/2023 10:44,4.2,MLv,37.1658° N,28.7357° E,12,Merkez-Mugla,A,06/02/2023 15:54,Stations Event
06/02/2023 10:36,5.6,mb,38.1314° N,37.7616° E,10,Dogansehir-Malatya,M,07/02/2023 13:37,Stations Event
06/02/2023 10:24,7.3,Mwp,38.0772° N,37.3016° E,10,Nurhak-Kahramanmaras,M,06/02/2023 11:02,Stations Event
06/02/2023 10:18,4.8,MLv,39.0454° N,37.5952° E,104,Kangal-Sivas,A,06/02/2023 10:23,Stations Event
06/02/2023 10:12,4.5,MLv,38.1354° N,38.3881° E,0,Yesilyurt-Malatya,A,06/02/2023 10:15,Stations Event
06/02/2023 9:48,4.2,MLv,38.8541° N,39.4675° E,0,Pertek-Tunceli,A,06/02/2023 9:52,Stations Event
06/02/2023 9:36,4.7,MLv,37.2711° N,36.8793° E,4,Nurdagi-Gaziantep,A,06/02/2023 9:56,Stations Event
06/02/2023 9:23,4.9,MLv,37.0148° N,36.3702° E,5,Merkez-Osmaniye,A,06/02/2023 9:42,Stations Event
06/02/2023 9:11,3.8,MLv,37.3352° N,36.8958° E,1,Turkoglu-Kahramanmaras,A,06/02/2023 9:16,Stations Event
06/02/2023 9:01,4.1,MLv,36.6467° N,36.4050° E,11,Kirikhan-Hatay,A,06/02/2023 9:04,Stations Event
06/02/2023 8:58,4.6,MLv,38.1024° N,38.2928° E,0,Celikhan-Adiyaman,A,06/02/2023 9:02,Stations Event
06/02/2023 8:52,4.8,MLv,37.2949° N,37.7051° E,14,Yavuzeli-Gaziantep,A,06/02/2023 8:56,Stations Event
06/02/2023 8:44,3.9,MLv,38.1830° N,38.4833° E,0,Merkez-Malatya,A,06/02/2023 8:48,Stations Event
06/02/2023 8:25,3.7,MLv,37.2601° N,36.9891° E,0,Nurdagi-Gaziantep,A,06/02/2023 8:29,Stations Event
06/02/2023 8:01,4.5,MLv,37.1906° N,36.0553° E,3,Ceyhan-Adana,A,06/02/2023 8:05,Stations Event
06/02/2023 7:41,4.2,MLv,37.9385° N,37.8928° E,0,Dogansehir-Malatya,A,06/02/2023 7:45,Stations Event
06/02/2023 7:08,4.5,MLv,36.6394° N,36.4563° E,14,Kirikhan-Hatay,A,06/02/2023 7:12,Stations Event
06/02/2023 6:54,5.1,MLv,37.7609° N,37.4496° E,0,Caglayancerit-Kahramanmaras,A,06/02/2023 7:12,Stations Event
06/02/2023 6:43,4,MLv,37.9092° N,37.3746° E,0,Nurhak-Kahramanmaras,A,06/02/2023 6:47,Stations Event
06/02/2023 6:38,4,MLv,36.7493° N,36.5295° E,5,Hassa-Hatay,A,06/02/2023 6:42,Stations Event
06/02/2023 6:26,4.5,MLv,36.2164° N,36.1981° E,5,Merkez-Hatay,A,06/02/2023 6:30,Stations Event
06/02/2023 6:14,4.2,MLv,37.4066° N,36.9159° E,0,Turkoglu-Kahramanmaras,A,06/02/2023 6:18,Stations Event
06/02/2023 5:51,3.6,MLv,35.7239° N,34.7644° E,0,Cyprus Region,A,06/02/2023 5:54,Stations Event
06/02/2023 5:44,4.6,MLv,36.3721° N,36.2842° E,19,Merkez-Hatay,A,06/02/2023 5:49,Stations Event
06/02/2023 5:44,3.4,MLv,36.2549° N,34.2041° E,29,Turkey,A,06/02/2023 5:48,Stations Event
06/02/2023 5:36,4.6,MLv,36.5601° N,35.8537° E,5,Turkey,A,06/02/2023 5:43,Stations Event
06/02/2023 5:31,4.4,MLv,38.0365° N,38.2709° E,17,Celikhan-Adiyaman,A,06/02/2023 5:35,Stations Event
06/02/2023 5:22,4.5,MLv,38.1500° N,38.4576° E,0,Sincik-Adiyaman,A,06/02/2023 5:26,Stations Event
06/02/2023 5:19,4.1,MLv,38.1024° N,38.3368° E,0,Celikhan-Adiyaman,A,06/02/2023 5:23,Stations Event
06/02/2023 5:16,4.3,MLv,37.8973° N,37.7582° E,0,Golbasi-Adiyaman,A,06/02/2023 5:21,Stations Event
06/02/2023 5:08,4.1,MLv,37.3553° N,36.8866° E,0,Turkoglu-Kahramanmaras,A,06/02/2023 5:12,Stations Event
06/02/2023 5:00,5.8,mb,33.8379° N,41.5723° E,35,Iraq,A,06/02/2023 5:06,Stations Event
06/02/2023 4:47,4.6,MLv,36.7035° N,36.5021° E,5,Hassa-Hatay,A,06/02/2023 4:52,Stations Event
06/02/2023 4:31,4.5,MLv,37.2858° N,36.9012° E,3,Nurdagi-Gaziantep,A,06/02/2023 4:35,Stations Event
06/02/2023 4:24,4,MLv,40.2145° N,27.7217° E,12,Gonen-Balikesir,A,06/02/2023 4:59,Stations Event
06/02/2023 4:18,5.2,MLv,38.2050° N,38.5931° E,0,Merkez-Malatya,A,06/02/2023 4:51,Stations Event
06/02/2023 4:16,4.6,MLv,37.3645° N,37.2253° E,33,Pazarcik-Kahramanmaras,A,06/02/2023 4:45,Stations Event
06/02/2023 4:04,4.2,mb,37.5786° N,38.0416° E,10,Besni-Adiyaman,M,06/02/2023 5:17,Stations Event
06/02/2023 4:03,5,MLv,37.5916° N,37.9651° E,35,Besni-Adiyaman,A,06/02/2023 4:08,Stations Event
06/02/2023 3:58,4.6,MLv,36.8079° N,37.2766° E,85,Merkez-Kilis,A,06/02/2023 4:02,Stations Event
06/02/2023 3:45,4.9,MLv,38.3011° N,38.5688° E,96,Merkez-Malatya,A,06/02/2023 3:49,Stations Event
06/02/2023 3:28,4.6,MLv,38.1628° N,38.6243° E,0,Puturge-Malatya,A,06/02/2023 3:32,Stations Event
06/02/2023 3:16,4.6,MLv,38.1409° N,38.3752° E,17,Yesilyurt-Malatya,A,06/02/2023 3:20,Stations Event
06/02/2023 3:10,4.5,MLv,37.8754° N,37.8754° E,0,Tut-Adiyaman,A,06/02/2023 3:14,Stations Event
06/02/2023 3:04,4.9,MLv,38.0878° N,38.5895° E,25,Sincik-Adiyaman,A,06/02/2023 3:38,Stations Event
06/02/2023 2:56,4.4,MLv,39.2194° N,38.8055° E,0,Kemaliye-Erzincan,A,06/02/2023 3:01,Stations Event
06/02/2023 2:54,4.7,mb,36.8067° N,36.3189° E,10,Dortyol-Hatay,M,06/02/2023 5:14,Stations Event
06/02/2023 2:52,4.1,MLv,38.5016° N,40.4535° E,0,Hani-Diyarbakir,A,06/02/2023 3:00,Stations Event
06/02/2023 2:48,4.1,MLv,36.1853° N,35.9949° E,11,Samandag-Hatay,A,06/02/2023 2:59,Stations Event
06/02/2023 2:35,4,MLv,36.0791° N,34.9365° E,22,Turkey,A,06/02/2023 2:38,Stations Event
06/02/2023 2:31,4.8,MLv,36.7786° N,36.8372° E,26,Jordan/Syria Region,A,06/02/2023 2:59,Stations Event
06/02/2023 2:23,5.3,MLv,36.7794° N,36.5945° E,83,Hassa-Hatay,A,06/02/2023 3:34,Stations Event
06/02/2023 2:17,4.9,MLv,37.1448° N,36.6760° E,8,Nurdagi-Gaziantep,A,06/02/2023 2:22,Stations Event
06/02/2023 2:03,5.6,MLv,37.8644° N,37.9376° E,0,Tut-Adiyaman,A,06/02/2023 2:55,Stations Event
06/02/2023 2:01,5.1,MLv,37.2894° N,36.9891° E,8,Pazarcik-Kahramanmaras,A,06/02/2023 2:55,Stations Event
06/02/2023 1:58,5.2,mb,36.9267° N,36.7004° E,10,islahiye-Gaziantep,M,06/02/2023 22:13,Stations Event
06/02/2023 1:58,5.2,mb,36.9120° N,36.8398° E,10,islahiye-Gaziantep,M,06/02/2023 5:11,Stations Event
06/02/2023 1:47,5.1,mb,37.3920° N,41.6838° E,10,idil-Sirnak,A,06/02/2023 2:09,Stations Event
06/02/2023 1:46,4.9,MLv,36.2860° N,36.2384° E,5,Merkez-Hatay,A,06/02/2023 2:08,Stations Event
06/02/2023 1:36,5.5,mb,37.0433° N,36.7690° E,10,islahiye-Gaziantep,M,06/02/2023 8:46,Stations Event
06/02/2023 1:28,6.2,mb,37.3119° N,36.9290° E,10,Nurdagi-Gaziantep,M,06/02/2023 9:11,Stations Event
06/02/2023 1:17,8,Mwp,37.0744° N,37.1301° E,83,Sahinbey-Gaziantep,A,10/02/2023 21:05,Stations Event
06/02/2023 0:15,2.9,MLv,38.7237° N,43.0822° E,18,Van Golu,A,06/02/2023 0:19,Stations Event
05/02/2023 16:15,2.9,MLv,40.6439° N,30.4486° E,10,Erenler-Sakarya,A,05/02/2023 16:17,Stations Event
05/02/2023 12:49,3.5,MLv,40.8157° N,27.7686° E,3,Marmara Denizi (Bati),A,05/02/2023 12:57,Stations Event
05/02/2023 7:32,3.4,MLv,38.3524° N,27.1884° E,11,Buca-izmir,A,05/02/2023 7:35,Stations Event
05/02/2023 6:18,3.2,MLv,38.3505° N,27.1866° E,10,Buca-izmir,A,05/02/2023 6:21,Stations Event
05/02/2023 6:06,3.6,MLv,35.1141° N,34.1217° E,0,Cyprus Region,A,05/02/2023 6:11,Stations Event
05/02/2023 2:37,2.4,MLv,38.4174° N,42.6178° E,4,Tatvan-Bitlis,A,05/02/2023 2:39,Stations Event
05/02/2023 1:19,2.6,MLv,36.8802° N,29.0286° E,7,Dalaman-Mugla,A,05/02/2023 1:22,Stations Event
05/02/2023 1:02,5.6,mb,29.5094° S,71.2539° W,10,Near Coast of Central Chile,A,05/02/2023 1:54,Stations Event
05/02/2023 0:15,3,MLv,41.0795° N,28.9522° E,12,Eyup-istanbul,A,05/02/2023 0:19,Stations Event
05/02/2023 0:03,5.9,Mwp,32.6493° N,141.6094° E,10,"Southeast of Honshu,  Japan",A,05/02/2023 2:48,Stations Event
04/02/2023 20:08,2.4,MLv,40.1532° N,27.3358° E,13,Biga-Canakkale,A,04/02/2023 20:11,Stations Event
04/02/2023 17:28,2.9,MLv,39.0628° N,28.6221° E,9,Demirci-Manisa,A,04/02/2023 17:31,Stations Event
04/02/2023 15:48,2.5,MLv,39.0472° N,28.6176° E,0,Demirci-Manisa,A,04/02/2023 15:50,Stations Event
04/02/2023 12:22,5.8,mb,6.2210° S,146.3560° E,10,"Eastern New Guinea Reg.,  P.N.G.",A,04/02/2023 13:48,Stations Event
04/02/2023 6:03,4,MLv,40.7401° N,34.9283° E,0,Merkez-Corum,A,04/02/2023 6:07,Stations Event
04/02/2023 4:24,2.4,MLv,40.2878° N,27.4942° E,9,Biga-Canakkale,A,04/02/2023 4:27,Stations Event
04/02/2023 0:16,3.3,MLv,40.5533° N,35.7266° E,0,Merkez-Amasya,A,04/02/2023 0:20,Stations Event
03/02/2023 17:48,2,MLv,37.8534° N,29.3463° E,11,Honaz-Denizli,A,03/02/2023 17:50,Stations Event
03/02/2023 15:10,2.5,MLv,37.8607° N,33.4076° E,1,Karapinar-Konya,A,03/02/2023 15:13,Stations Event
03/02/2023 12:04,5.5,mb,37.0894° N,96.9875° E,10,"Qinghai,  China",A,03/02/2023 17:50,Stations Event
03/02/2023 11:35,2.6,MLv,39.5963° N,27.6327° E,9,ivrindi-Balikesir,M,03/02/2023 12:10,Stations Event
03/02/2023 11:05,4.3,MLv,37.1919° N,36.4571° E,5,Bahce-Osmaniye,M,03/02/2023 11:30,Stations Event
03/02/2023 4:59,3.8,MLv,40.6962° N,36.6875° E,5,Erbaa-Tokat,M,03/02/2023 8:13,Stations Event
03/02/2023 3:10,2.7,MLv,38.5726° N,26.7860° E,5,Aegean Sea,M,03/02/2023 8:20,Stations Event
03/02/2023 1:34,2.2,MLv,40.8130° N,28.7610° E,9,Marmara Denizi (Dogu),M,03/02/2023 8:31,Stations Event
02/02/2023 22:40,2.4,MLv,37.8381° N,26.9248° E,2,"Dodecanese Islands,  Greece",M,03/02/2023 8:36,Stations Event
02/02/2023 20:25,3.3,MLv,40.6776° N,30.4284° E,3,Erenler-Sakarya,M,03/02/2023 11:02,Stations Event
02/02/2023 20:08,3.3,MLv,40.6740° N,30.4399° E,5,Erenler-Sakarya,M,03/02/2023 8:48,Stations Event
02/02/2023 16:03,2.7,MLv,38.3976° N,30.4529° E,9,Suhut-Afyonkarahisar,M,03/02/2023 11:09,Stations Event
02/02/2023 14:48,5.1,mb,61.1678° N,152.4213° W,104,Southern Alaska,A,02/02/2023 16:53,Stations Event
02/02/2023 3:09,2.6,MLv,39.0546° N,28.6139° E,0,Demirci-Manisa,A,02/02/2023 3:12,Stations Event
02/02/2023 2:43,3.1,MLv,39.0472° N,28.7091° E,2,Demirci-Manisa,A,02/02/2023 2:46,Stations Event
01/02/2023 21:29,2.5,MLv,39.0449° N,28.6282° E,7,Demirci-Manisa,A,01/02/2023 21:33,Stations Event
01/02/2023 19:15,2.7,MLv,38.0832° N,30.0723° E,0,Dinar-Afyonkarahisar,A,01/02/2023 19:18,Stations Event
01/02/2023 18:28,3.5,MLv,38.0402° N,30.0751° E,4,Dinar-Afyonkarahisar,A,01/02/2023 18:33,Stations Event
01/02/2023 17:38,2.2,MLv,39.3631° N,26.2509° E,13,Midilli Adasi-Ege Denizi,A,01/02/2023 17:41,Stations Event
01/02/2023 14:44,2.9,MLv,38.0695° N,30.0824° E,0,Dinar-Afyonkarahisar,A,01/02/2023 14:47,Stations Event
01/02/2023 13:06,3.3,MLv,38.0333° N,30.0669° E,5,Dinar-Afyonkarahisar,M,01/02/2023 13:40,Stations Event
